orderkey,orderstatus,totalprice,clerk,custkey,c_name,c_address,c_phone,c_acctbal,mktsegment,linenumber,quantity,extendedprice,discount,returnflag,linestatus,shipdate,commitdate,shipinstruct,nationkey,n_name,n_comment
1128576.0,oixoyfrtuy,287354.0,Clerk#000000358,72340.0,nan,nan,nan,nan,nan,nan,12.0,nan,nan,nan,O,1998-09-08,nan,NONE,nan,nan,nan
1008546.0,O,163852.83,Clerk#000000832,108850.0,nan,nan,nan,nan,nan,nan,10.0,nan,nan,nan,O,1998-06-07,nan,NONE,nan,nan,nan
104834.0,F,213637.38,Clerk#000000751,110020.0,nan,nan,nan,nan,nan,nan,12.0,nan,nan,nan,F,1994-11-08,nan,NONE,nan,nan,nan
104834.0,pxwcnpgkvg,213637.38,Clerk#000000751,110020.0,nan,nan,nan,nan,nan,nan,12.0,nan,nan,nan,F,1994-11-08,nan,NONE,nan,nan,nan
1008546.0,O,163852.83,Clerk#000000832,366866.0,nan,nan,nan,nan,nan,nan,10.0,nan,nan,nan,O,1998-06-07,nan,NONE,nan,nan,nan
1165861.0,O,292340.86,Clerk#000000158,142771.0,nan,nan,nan,nan,nan,nan,40.0,nan,nan,nan,O,1996-08-06,nan,NONE,nan,nan,nan
1054146.0,O,320256.13,Clerk#000000866,51248.0,nan,nan,nan,nan,nan,nan,40.0,nan,nan,nan,O,1997-06-14,nan,COLLECT COD,nan,nan,nan
1159552.0,F,145233.94,Clerk#000000951,118160.0,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,F,1993-03-05,nan,NONE,nan,nan,nan
1159552.0,F,145233.94,ardauctfwf,452680.0,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,F,1993-03-05,nan,NONE,nan,nan,nan
1027876.0,F,144061.35,Clerk#000000684,63889.0,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,F,1994-01-02,nan,DELIVER IN PERSON,nan,nan,nan
103203.0,O,252920.35,Clerk#000000442,19378.0,nan,nan,nan,nan,nan,nan,nan,nan,0.04,nan,O,1995-06-27,nan,TAKE BACK RETURN,nan,nan,nan
1074055.0,O,177896.06,Clerk#000000155,93898.0,nan,nan,nan,nan,nan,nan,nan,nan,0.1,nan,O,1997-07-21,nan,TAKE BACK RETURN,nan,nan,nan
103203.0,uvnycwkhzf,252920.35,hwppewtvwf,19378.0,nan,nan,nan,nan,nan,nan,nan,nan,0.04,nan,O,1995-06-27,nan,TAKE BACK RETURN,nan,nan,nan
1153025.0,F,110607.7,Clerk#000000950,33782.0,nan,nan,nan,nan,nan,1.0,nan,nan,0.03,R,nan,1994-03-29,nan,nan,nan,nan,nan
1088642.0,F,144047.59,Clerk#000000674,92923.0,nan,nan,nan,nan,nan,4.0,nan,nan,0.01,R,nan,1993-09-23,nan,nan,nan,nan,nan
1102946.0,F,248551.7,Clerk#000000426,30905.0,nan,nan,nan,nan,nan,4.0,nan,nan,0.05,R,nan,1992-06-03,nan,nan,nan,nan,nan
1153025.0,sgoljuuzyw,110607.7,rxywtzejgq,33782.0,nan,nan,nan,nan,nan,1.0,nan,nan,0.03,R,nan,1994-03-29,nan,nan,nan,nan,nan
1105798.0,F,226278.3,Clerk#000000651,106528.0,nan,nan,nan,nan,nan,3.0,nan,nan,0.02,R,nan,1993-11-19,nan,nan,nan,nan,nan
1081126.0,O,218771.67,Clerk#000000715,46162.0,nan,nan,nan,nan,nan,1.0,nan,nan,0.09,N,nan,1996-03-24,nan,nan,nan,nan,nan
1082084.0,O,255102.37,Clerk#000000738,85471.0,nan,nan,nan,nan,nan,1.0,nan,nan,0.07,N,nan,1997-05-28,nan,nan,nan,nan,nan
1150723.0,O,302519.32,Clerk#000000071,86962.0,nan,nan,nan,nan,nan,4.0,nan,nan,0.02,N,nan,1996-11-19,nan,nan,nan,nan,nan
1088642.0,hrtjjwbduz,144047.59,rugefsfpan,92923.0,nan,nan,nan,nan,nan,4.0,nan,nan,0.01,R,nan,1993-09-23,nan,nan,nan,nan,nan
1111362.0,F,161885.34,Clerk#000000242,73685.0,nan,nan,nan,nan,nan,2.0,nan,nan,0.07,R,nan,1992-09-10,nan,nan,nan,nan,nan
1082084.0,O,255102.37,wynaqrilyx,324279.0,nan,nan,nan,nan,nan,1.0,nan,nan,0.07,N,nan,1997-05-28,nan,nan,nan,nan,nan
1122949.0,F,205980.37,Clerk#000000150,882263.0,nan,nan,nan,nan,nan,4.0,nan,nan,0.07,R,nan,1995-03-15,nan,nan,nan,nan,nan
1102946.0,xuomtrehnn,248551.7,Clerk#000000426,30905.0,nan,nan,nan,nan,nan,4.0,nan,nan,0.05,R,nan,1992-06-03,nan,nan,nan,nan,nan
1111362.0,F,161885.34,Clerk#000000242,112829.0,nan,nan,nan,nan,nan,2.0,nan,nan,0.07,R,nan,1992-09-10,nan,nan,nan,nan,nan
1122949.0,F,205980.37,Clerk#000000150,66989.0,nan,nan,nan,nan,nan,4.0,nan,nan,0.07,R,nan,1995-03-15,nan,nan,nan,nan,nan
1135431.0,O,231769.93,Clerk#000000929,22723.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,O,1997-07-25,1997-06-27,TAKE BACK RETURN,nan,nan,nan
108870.0,F,176155.5,Clerk#000000342,113774.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,F,1994-03-10,1994-01-25,DELIVER IN PERSON,nan,nan,nan
1017638.0,O,259820.04,Clerk#000000445,75373.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,O,1996-10-02,1996-12-01,COLLECT COD,nan,nan,nan
1050695.0,O,246582.54,hvljuwrtca,999204.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,O,1996-10-22,1996-11-15,DELIVER IN PERSON,nan,nan,nan
1050695.0,O,246582.54,Clerk#000000625,119974.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,O,1996-10-22,1996-11-15,DELIVER IN PERSON,nan,nan,nan
1043619.0,lfvigtijfz,23157.01,Clerk#000000278,798086.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,F,1994-04-27,1994-04-01,TAKE BACK RETURN,nan,nan,nan
1135431.0,tgjkdvtbxt,231769.93,Clerk#000000929,22723.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,O,1997-07-25,1997-06-27,TAKE BACK RETURN,nan,nan,nan
1176228.0,O,78350.17,Clerk#000000806,30599.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,O,1996-09-03,1996-09-30,NONE,nan,nan,nan
1147074.0,O,83320.47,Clerk#000000685,138169.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,O,1996-09-25,1996-09-07,NONE,nan,nan,nan
1043619.0,F,23157.01,Clerk#000000278,86605.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,F,1994-04-27,1994-04-01,TAKE BACK RETURN,nan,nan,nan
1147074.0,jmezlgprfs,83320.47,Clerk#000000685,745020.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,O,1996-09-25,1996-09-07,NONE,nan,nan,nan
1150723.0,O,302519.32,Clerk#000000071,86962.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,O,1996-11-28,1996-10-23,COLLECT COD,nan,nan,nan
1132932.0,F,165010.51,Clerk#000000145,102463.0,nan,nan,nan,nan,nan,1.0,15.0,nan,0.09,nan,nan,nan,nan,TAKE BACK RETURN,nan,nan,nan
1030112.0,F,190776.05,Clerk#000000357,116315.0,nan,nan,nan,nan,nan,6.0,41.0,nan,0.03,nan,nan,nan,nan,COLLECT COD,nan,nan,nan
1030112.0,igypmsjyum,190776.05,Clerk#000000357,116315.0,nan,nan,nan,nan,nan,6.0,41.0,nan,0.03,nan,nan,nan,nan,COLLECT COD,nan,nan,nan
1157316.0,O,219759.11,Clerk#000000095,35650.0,nan,nan,nan,nan,nan,5.0,nan,nan,nan,N,O,nan,nan,NONE,nan,nan,nan
112900.0,O,238348.05,Clerk#000000482,20785.0,nan,nan,nan,nan,nan,7.0,nan,nan,nan,N,O,nan,nan,DELIVER IN PERSON,nan,nan,nan
1146149.0,F,145303.6,Clerk#000000072,42763.0,nan,nan,nan,nan,nan,2.0,nan,nan,nan,A,F,nan,nan,DELIVER IN PERSON,nan,nan,nan
112900.0,O,238348.05,drkgquoicq,20785.0,nan,nan,nan,nan,nan,7.0,nan,nan,nan,N,O,nan,nan,DELIVER IN PERSON,nan,nan,nan
115751.0,O,257827.77,Clerk#000000425,20072.0,nan,nan,nan,nan,nan,1.0,35.0,nan,nan,nan,O,nan,1998-03-29,nan,nan,nan,nan
1040865.0,F,329923.05,Clerk#000000476,142003.0,nan,nan,nan,nan,nan,2.0,49.0,nan,nan,nan,F,nan,1994-11-22,nan,nan,nan,nan
115328.0,F,206554.72,Clerk#000000913,56645.0,nan,nan,nan,nan,nan,nan,16.0,nan,0.0,nan,F,nan,1994-10-14,nan,nan,nan,nan
1145798.0,O,205189.59,Clerk#000000738,75142.0,nan,nan,nan,nan,nan,nan,28.0,nan,0.08,nan,O,nan,1996-09-28,nan,nan,nan,nan
1094688.0,O,95742.86,Clerk#000000254,92048.0,nan,nan,nan,nan,nan,1.0,nan,nan,0.07,N,nan,nan,nan,COLLECT COD,nan,nan,nan
1005892.0,O,209965.17,Clerk#000000566,80746.0,nan,nan,nan,nan,nan,7.0,nan,nan,0.0,N,nan,nan,nan,NONE,nan,nan,nan
10821.0,O,191014.69,Clerk#000000856,58984.0,nan,nan,nan,nan,nan,2.0,nan,nan,0.01,N,nan,nan,nan,DELIVER IN PERSON,nan,nan,nan
1005892.0,thyfasozke,209965.17,ujkuehvnxf,778771.0,nan,nan,nan,nan,nan,7.0,nan,nan,0.0,N,nan,nan,nan,NONE,nan,nan,nan
10821.0,syensdeqlf,191014.69,umqoxaabyw,58984.0,nan,nan,nan,nan,nan,2.0,nan,nan,0.01,N,nan,nan,nan,DELIVER IN PERSON,nan,nan,nan
1158598.0,F,152237.79,Clerk#000000087,28285.0,nan,nan,nan,nan,nan,3.0,27.0,nan,0.05,nan,nan,1992-04-15,nan,nan,nan,nan,nan
1029095.0,F,142363.62,Clerk#000000002,47245.0,nan,nan,nan,nan,nan,2.0,39.0,nan,0.09,nan,nan,1993-01-14,nan,nan,nan,nan,nan
1029095.0,nfgacfldug,142363.62,kzkyvxunlc,922871.0,nan,nan,nan,nan,nan,2.0,39.0,nan,0.09,nan,nan,1993-01-14,nan,nan,nan,nan,nan
104198.0,O,296416.84,Clerk#000000917,60313.0,nan,nan,nan,nan,nan,4.0,nan,nan,nan,nan,O,1996-03-10,1996-02-23,nan,nan,nan,nan
1160677.0,F,291786.81,Clerk#000000792,43222.0,nan,nan,nan,nan,nan,5.0,nan,nan,nan,nan,F,1994-08-30,1994-07-29,nan,nan,nan,nan
1038017.0,O,173802.95,Clerk#000000039,114541.0,nan,nan,nan,nan,nan,5.0,nan,nan,nan,nan,O,1997-03-24,1997-04-13,nan,nan,nan,nan
1046757.0,F,304114.87,Clerk#000000552,52693.0,nan,nan,nan,nan,nan,4.0,nan,nan,nan,nan,F,1994-06-17,1994-08-18,nan,nan,nan,nan
1039584.0,F,202979.8,Clerk#000000060,48592.0,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,F,1994-03-02,1994-04-21,nan,nan,nan,nan
1034627.0,F,216288.52,Clerk#000000007,29947.0,nan,nan,nan,nan,nan,3.0,nan,nan,0.09,nan,nan,1993-11-26,nan,TAKE BACK RETURN,nan,nan,nan
1179078.0,O,88318.81,Clerk#000000003,629159.0,nan,nan,nan,nan,nan,2.0,nan,nan,0.09,nan,nan,1998-06-30,nan,TAKE BACK RETURN,nan,nan,nan
1067877.0,O,250316.38,Clerk#000000818,40700.0,nan,nan,nan,nan,nan,1.0,nan,nan,0.02,nan,nan,1996-06-28,nan,TAKE BACK RETURN,nan,nan,nan
1005572.0,O,24383.65,Clerk#000000144,131588.0,nan,nan,nan,nan,nan,1.0,nan,nan,0.1,nan,nan,1998-05-09,nan,DELIVER IN PERSON,nan,nan,nan
1040678.0,F,116341.44,Clerk#000000381,886281.0,nan,nan,nan,nan,nan,3.0,nan,nan,0.09,nan,nan,1992-05-01,nan,NONE,nan,nan,nan
1153540.0,O,383570.33,Clerk#000000753,102718.0,nan,nan,nan,nan,nan,5.0,nan,nan,0.0,nan,nan,1996-06-12,nan,TAKE BACK RETURN,nan,nan,nan
1077797.0,F,214020.32,Clerk#000000128,97819.0,nan,nan,nan,nan,nan,2.0,nan,nan,0.05,nan,nan,1992-12-29,nan,NONE,nan,nan,nan
1040678.0,F,116341.44,Clerk#000000381,129268.0,nan,nan,nan,nan,nan,3.0,nan,nan,0.09,nan,nan,1992-05-01,nan,NONE,nan,nan,nan
1014279.0,F,144789.53,Clerk#000000181,58948.0,nan,nan,nan,nan,nan,2.0,nan,nan,0.06,nan,nan,1994-09-03,nan,TAKE BACK RETURN,nan,nan,nan
1179078.0,O,88318.81,Clerk#000000003,65221.0,nan,nan,nan,nan,nan,2.0,nan,nan,0.09,nan,nan,1998-06-30,nan,TAKE BACK RETURN,nan,nan,nan
1061664.0,F,332140.42,dfbehpjqzv,80236.0,nan,nan,nan,nan,nan,4.0,26.0,nan,nan,nan,nan,1993-09-27,1993-10-29,nan,nan,nan,nan
11552.0,F,30092.4,Clerk#000000960,142051.0,nan,nan,nan,nan,nan,1.0,28.0,nan,nan,nan,nan,1993-03-08,1993-03-03,nan,nan,nan,nan
1061664.0,F,332140.42,Clerk#000000338,80236.0,nan,nan,nan,nan,nan,4.0,26.0,nan,nan,nan,nan,1993-09-27,1993-10-29,nan,nan,nan,nan
106311.0,F,124626.1,Clerk#000000146,28252.0,nan,nan,nan,nan,nan,3.0,43.0,nan,nan,nan,nan,1994-04-28,1994-05-08,nan,nan,nan,nan
1050528.0,F,209819.1,Clerk#000000614,68773.0,nan,nan,nan,nan,nan,1.0,50.0,nan,nan,nan,nan,1992-08-15,1992-09-19,nan,nan,nan,nan
1165926.0,O,204532.53,Clerk#000000625,18985.0,nan,nan,nan,nan,nan,nan,2.0,nan,0.05,N,nan,nan,1997-04-11,nan,nan,nan,nan
1113633.0,wctvyyjyqs,151541.44,haserzmbew,83416.0,nan,nan,nan,nan,nan,nan,39.0,nan,0.04,N,nan,nan,1998-02-01,nan,nan,nan,nan
1113633.0,O,151541.44,Clerk#000000927,83416.0,nan,nan,nan,nan,nan,nan,39.0,nan,0.04,N,nan,nan,1998-02-01,nan,nan,nan,nan
1077797.0,F,214020.32,Clerk#000000128,97819.0,nan,nan,nan,nan,nan,nan,40.0,nan,0.03,R,nan,nan,1993-01-10,nan,nan,nan,nan
109956.0,O,256960.0,Clerk#000000352,63251.0,nan,nan,nan,nan,nan,nan,29.0,nan,0.0,N,nan,nan,1998-03-24,nan,nan,nan,nan
1145984.0,lmkvxhcfkf,225369.26,omypjhlqya,647734.0,nan,nan,nan,nan,nan,nan,22.0,nan,0.1,N,nan,nan,nan,DELIVER IN PERSON,nan,nan,nan
107205.0,O,109667.64,bspvgyqaqd,38545.0,nan,nan,nan,nan,nan,nan,50.0,nan,0.0,N,nan,nan,nan,TAKE BACK RETURN,nan,nan,nan
1103079.0,O,102039.57,Clerk#000000001,105760.0,nan,nan,nan,nan,nan,nan,43.0,nan,0.1,N,nan,nan,nan,TAKE BACK RETURN,nan,nan,nan
1087046.0,O,226448.4,Clerk#000000969,51902.0,nan,nan,nan,nan,nan,nan,39.0,nan,0.02,N,nan,nan,nan,DELIVER IN PERSON,nan,nan,nan
1144804.0,F,90505.92,Clerk#000000262,78049.0,nan,nan,nan,nan,nan,nan,17.0,nan,0.06,R,nan,nan,nan,NONE,nan,nan,nan
1144804.0,F,90505.92,vfpcogdpno,821042.0,nan,nan,nan,nan,nan,nan,17.0,nan,0.06,R,nan,nan,nan,NONE,nan,nan,nan
107205.0,O,109667.64,Clerk#000000181,38545.0,nan,nan,nan,nan,nan,nan,50.0,nan,0.0,N,nan,nan,nan,TAKE BACK RETURN,nan,nan,nan
1145984.0,O,225369.26,Clerk#000000568,40586.0,nan,nan,nan,nan,nan,nan,22.0,nan,0.1,N,nan,nan,nan,DELIVER IN PERSON,nan,nan,nan
1091329.0,F,52782.72,Clerk#000000526,60244.0,nan,nan,nan,nan,nan,2.0,nan,nan,nan,nan,nan,1993-08-23,1993-08-13,NONE,nan,nan,nan
1011783.0,F,226860.78,Clerk#000000765,149309.0,nan,nan,nan,nan,nan,5.0,nan,nan,nan,nan,nan,1994-12-28,1995-01-05,DELIVER IN PERSON,nan,nan,nan
1102946.0,F,248551.7,Clerk#000000426,30905.0,nan,nan,nan,nan,nan,3.0,nan,nan,nan,nan,nan,1992-07-10,1992-08-10,DELIVER IN PERSON,nan,nan,nan
1091329.0,xbhhsbzjdr,52782.72,lmcelcwgoq,990888.0,nan,nan,nan,nan,nan,2.0,nan,nan,nan,nan,nan,1993-08-23,1993-08-13,NONE,nan,nan,nan
1102946.0,xuomtrehnn,248551.7,Clerk#000000426,30905.0,nan,nan,nan,nan,nan,3.0,nan,nan,nan,nan,nan,1992-07-10,1992-08-10,DELIVER IN PERSON,nan,nan,nan
1048676.0,O,104169.87,Clerk#000000999,133469.0,nan,nan,nan,nan,nan,nan,18.0,nan,0.04,N,O,nan,nan,nan,nan,nan,nan
1155365.0,F,65585.06,Clerk#000000545,58501.0,nan,nan,nan,nan,nan,nan,44.0,nan,0.02,A,F,nan,nan,nan,nan,nan,nan
106147.0,O,186792.69,Clerk#000000834,118451.0,nan,nan,nan,nan,nan,nan,36.0,nan,0.0,N,O,nan,nan,nan,nan,nan,nan
106147.0,O,186792.69,pcrrexsqng,303407.0,nan,nan,nan,nan,nan,nan,36.0,nan,0.0,N,O,nan,nan,nan,nan,nan,nan
1114690.0,wqpznnjlzz,143891.35,tvrwdzybhs,352888.0,nan,nan,nan,nan,nan,nan,24.0,nan,0.07,nan,nan,1998-04-19,nan,COLLECT COD,nan,nan,nan
1114690.0,O,143891.35,Clerk#000000433,72667.0,nan,nan,nan,nan,nan,nan,24.0,nan,0.07,nan,nan,1998-04-19,nan,COLLECT COD,nan,nan,nan
112487.0,O,147323.0,Clerk#000000709,67946.0,nan,nan,nan,nan,nan,nan,50.0,nan,0.1,nan,nan,1998-04-02,nan,NONE,nan,nan,nan
1005794.0,pflmmdyywr,43608.15,Clerk#000000715,19556.0,nan,nan,nan,nan,nan,nan,45.0,nan,0.09,nan,nan,1993-05-15,nan,COLLECT COD,nan,nan,nan
1005794.0,F,43608.15,Clerk#000000715,19556.0,nan,nan,nan,nan,nan,nan,45.0,nan,0.09,nan,nan,1993-05-15,nan,COLLECT COD,nan,nan,nan
118049.0,O,114677.71,uqjrtgpuzi,134027.0,nan,nan,nan,nan,nan,3.0,nan,nan,0.06,nan,O,nan,nan,TAKE BACK RETURN,nan,nan,nan
1102946.0,xuomtrehnn,248551.7,Clerk#000000426,30905.0,nan,nan,nan,nan,nan,5.0,nan,nan,0.07,nan,F,nan,nan,DELIVER IN PERSON,nan,nan,nan
1076899.0,F,184063.4,Clerk#000000493,146296.0,nan,nan,nan,nan,nan,3.0,nan,nan,0.08,nan,F,nan,nan,TAKE BACK RETURN,nan,nan,nan
1055587.0,F,93106.62,Clerk#000000631,62560.0,nan,nan,nan,nan,nan,5.0,nan,nan,0.01,nan,F,nan,nan,DELIVER IN PERSON,nan,nan,nan
1102946.0,F,248551.7,Clerk#000000426,30905.0,nan,nan,nan,nan,nan,5.0,nan,nan,0.07,nan,F,nan,nan,DELIVER IN PERSON,nan,nan,nan
118049.0,O,114677.71,Clerk#000000284,134027.0,nan,nan,nan,nan,nan,3.0,nan,nan,0.06,nan,O,nan,nan,TAKE BACK RETURN,nan,nan,nan
1046757.0,F,304114.87,Clerk#000000552,52693.0,nan,nan,nan,nan,nan,5.0,nan,nan,0.09,nan,F,nan,nan,COLLECT COD,nan,nan,nan
1118849.0,F,192203.01,Clerk#000000224,87974.0,nan,nan,nan,nan,nan,4.0,nan,nan,0.07,nan,F,nan,nan,TAKE BACK RETURN,nan,nan,nan
1172801.0,F,13882.64,Clerk#000000296,124319.0,nan,nan,nan,nan,nan,nan,nan,nan,0.05,nan,nan,1995-05-06,1995-04-15,COLLECT COD,nan,nan,nan
1043968.0,F,106220.1,Clerk#000000470,13423.0,nan,nan,nan,nan,nan,nan,nan,nan,0.09,nan,nan,1994-06-27,1994-08-13,DELIVER IN PERSON,nan,nan,nan
1011783.0,F,226860.78,Clerk#000000765,149309.0,nan,nan,nan,nan,nan,nan,nan,nan,0.02,nan,nan,1994-12-20,1995-01-04,DELIVER IN PERSON,nan,nan,nan
1048451.0,F,306617.82,Clerk#000000567,78163.0,nan,nan,nan,nan,nan,nan,36.0,nan,nan,nan,F,1992-02-27,1992-03-14,nan,nan,nan,nan
1165250.0,aqdrdvqzek,270528.02,aakenocruf,325322.0,nan,nan,nan,nan,nan,nan,45.0,nan,nan,nan,O,1995-09-05,1995-10-28,nan,nan,nan,nan
1165250.0,O,270528.02,Clerk#000000707,7984.0,nan,nan,nan,nan,nan,nan,45.0,nan,nan,nan,O,1995-09-05,1995-10-28,nan,nan,nan,nan
110279.0,O,219164.3,Clerk#000000686,91778.0,nan,nan,nan,nan,nan,nan,12.0,nan,nan,nan,O,1997-03-15,1997-06-03,nan,nan,nan,nan
1160677.0,F,291786.81,Clerk#000000792,43222.0,nan,nan,nan,nan,nan,nan,14.0,nan,nan,nan,F,1994-07-27,1994-07-22,nan,nan,nan,nan
1092262.0,O,64922.67,Clerk#000000832,89995.0,nan,nan,nan,nan,nan,nan,18.0,nan,nan,nan,O,1998-05-11,1998-05-07,nan,nan,nan,nan
1126176.0,F,247171.47,Clerk#000000501,46699.0,nan,nan,nan,nan,nan,nan,34.0,nan,nan,R,nan,1994-05-16,1994-03-15,nan,nan,nan,nan
1004743.0,F,192513.73,Clerk#000000729,47002.0,nan,nan,nan,nan,nan,nan,49.0,nan,nan,R,nan,1994-10-14,1994-10-09,nan,nan,nan,nan
112900.0,O,238348.05,Clerk#000000482,20785.0,nan,nan,nan,nan,nan,5.0,3.0,nan,nan,N,O,nan,nan,nan,nan,nan,nan
1138306.0,P,76894.63,Clerk#000000334,399903.0,nan,nan,nan,nan,nan,4.0,27.0,nan,nan,R,F,nan,nan,nan,nan,nan,nan
1103171.0,O,227523.93,lhwsejnjuq,24781.0,nan,nan,nan,nan,nan,4.0,35.0,nan,nan,N,O,nan,nan,nan,nan,nan,nan
1138306.0,P,76894.63,Clerk#000000334,8462.0,nan,nan,nan,nan,nan,4.0,27.0,nan,nan,R,F,nan,nan,nan,nan,nan,nan
1103171.0,O,227523.93,Clerk#000000914,24781.0,nan,nan,nan,nan,nan,4.0,35.0,nan,nan,N,O,nan,nan,nan,nan,nan,nan
112900.0,O,238348.05,drkgquoicq,20785.0,nan,nan,nan,nan,nan,5.0,3.0,nan,nan,N,O,nan,nan,nan,nan,nan,nan
1123939.0,F,59844.95,Clerk#000000653,88324.0,nan,nan,nan,nan,nan,2.0,9.0,nan,nan,nan,F,1992-05-13,nan,nan,nan,nan,nan
1169924.0,F,229205.28,Clerk#000000848,116523.0,nan,nan,nan,nan,nan,3.0,30.0,nan,nan,nan,F,1993-01-31,nan,nan,nan,nan,nan
1121123.0,O,203618.69,Clerk#000000857,37873.0,nan,nan,nan,nan,nan,6.0,33.0,nan,nan,nan,O,1996-02-25,nan,nan,nan,nan,nan
1052258.0,F,280206.83,Clerk#000000008,128221.0,nan,nan,nan,nan,nan,3.0,29.0,nan,nan,nan,F,1992-04-25,nan,nan,nan,nan,nan
1123939.0,graywqucsa,59844.95,Clerk#000000653,783487.0,nan,nan,nan,nan,nan,2.0,9.0,nan,nan,nan,F,1992-05-13,nan,nan,nan,nan,nan
1125890.0,O,204331.73,Clerk#000000198,50803.0,nan,nan,nan,nan,nan,5.0,33.0,nan,nan,nan,O,1996-02-07,nan,nan,nan,nan,nan
1169924.0,F,229205.28,Clerk#000000848,11359.0,nan,nan,nan,nan,nan,3.0,30.0,nan,nan,nan,F,1993-01-31,nan,nan,nan,nan,nan
1030726.0,O,207428.88,Clerk#000000658,102076.0,nan,nan,nan,nan,nan,5.0,18.0,nan,nan,nan,O,1998-04-06,nan,nan,nan,nan,nan
1123943.0,O,73498.6,Clerk#000000186,122170.0,nan,nan,nan,nan,nan,1.0,1.0,nan,nan,nan,O,1998-06-22,nan,nan,nan,nan,nan
1123943.0,O,73498.6,gegekzukya,122170.0,nan,nan,nan,nan,nan,1.0,1.0,nan,nan,nan,O,1998-06-22,nan,nan,nan,nan,nan
1093031.0,F,305874.46,Clerk#000000815,105790.0,nan,nan,nan,nan,nan,2.0,25.0,nan,nan,nan,F,1993-07-13,nan,nan,nan,nan,nan
1008546.0,O,163852.83,Clerk#000000832,366866.0,nan,nan,nan,nan,nan,1.0,nan,nan,0.06,nan,nan,1998-04-26,1998-05-14,nan,nan,nan,nan
1008546.0,O,163852.83,Clerk#000000832,108850.0,nan,nan,nan,nan,nan,1.0,nan,nan,0.06,nan,nan,1998-04-26,1998-05-14,nan,nan,nan,nan
103329.0,O,223619.85,Clerk#000000214,52093.0,nan,nan,nan,nan,nan,2.0,nan,nan,0.08,nan,nan,1997-06-30,1997-05-02,nan,nan,nan,nan
103329.0,aeesugrkte,223619.85,Clerk#000000214,52093.0,nan,nan,nan,nan,nan,2.0,nan,nan,0.08,nan,nan,1997-06-30,1997-05-02,nan,nan,nan,nan
1038084.0,O,161299.4,Clerk#000000513,108208.0,nan,nan,nan,nan,nan,nan,24.0,nan,0.1,nan,O,nan,nan,NONE,nan,nan,nan
1076899.0,F,184063.4,Clerk#000000493,146296.0,nan,nan,nan,nan,nan,nan,25.0,nan,0.09,nan,F,nan,nan,TAKE BACK RETURN,nan,nan,nan
1144101.0,F,176026.13,Clerk#000000994,110776.0,nan,nan,nan,nan,nan,nan,26.0,nan,0.04,nan,F,nan,nan,DELIVER IN PERSON,nan,nan,nan
1038084.0,O,161299.4,Clerk#000000513,271150.0,nan,nan,nan,nan,nan,nan,24.0,nan,0.1,nan,O,nan,nan,NONE,nan,nan,nan
1100451.0,F,334168.43,Clerk#000000518,969170.0,nan,nan,nan,nan,nan,nan,50.0,nan,0.08,nan,F,nan,nan,NONE,nan,nan,nan
1100451.0,F,334168.43,Clerk#000000518,139531.0,nan,nan,nan,nan,nan,nan,50.0,nan,0.08,nan,F,nan,nan,NONE,nan,nan,nan
1112834.0,jpctksvdmz,150816.97,eqzlkkstcp,304650.0,nan,nan,nan,nan,nan,nan,32.0,nan,0.01,nan,F,nan,nan,DELIVER IN PERSON,nan,nan,nan
1112834.0,F,150816.97,Clerk#000000264,93518.0,nan,nan,nan,nan,nan,nan,32.0,nan,0.01,nan,F,nan,nan,DELIVER IN PERSON,nan,nan,nan
1038274.0,F,91904.54,Clerk#000000563,7360.0,nan,nan,nan,nan,nan,nan,34.0,nan,0.0,nan,nan,1992-03-09,1992-03-23,nan,nan,nan,nan
1092257.0,O,62990.3,Clerk#000000097,144625.0,nan,nan,nan,nan,nan,nan,34.0,nan,0.02,nan,nan,1997-09-25,1997-09-26,nan,nan,nan,nan
1166275.0,O,240571.49,wydvyvhxqb,2515.0,nan,nan,nan,nan,nan,3.0,nan,nan,nan,N,nan,nan,1998-06-30,DELIVER IN PERSON,nan,nan,nan
1159906.0,O,221042.63,Clerk#000000280,62794.0,nan,nan,nan,nan,nan,2.0,nan,nan,nan,N,nan,nan,1995-11-29,COLLECT COD,nan,nan,nan
1126176.0,F,247171.47,Clerk#000000501,46699.0,nan,nan,nan,nan,nan,1.0,nan,nan,nan,R,nan,nan,1994-04-10,COLLECT COD,nan,nan,nan
