orderkey,orderstatus,totalprice,clerk,custkey,c_name,c_address,c_phone,c_acctbal,mktsegment,linenumber,quantity,extendedprice,discount,returnflag,linestatus,shipdate,commitdate,shipinstruct,nationkey,n_name,n_comment
1052100.0,F,114948.29,Clerk#000000818,46955.0,,,,,,,,,0.1,,,,,,,,
115523.0,F,367352.75,Clerk#000000262,,,,,,,5.0,,,,A,F,1994-05-13,,TAKE BACK RETURN,,,
1091363.0,F,215431.25,Clerk#000000413,93415.0,,,,,,,,,0.1,,,1995-01-09,,,,,
1132932.0,F,165010.51,Clerk#000000145,102463.0,,,,,,2.0,30.0,,,A,F,1992-10-12,,,,,
1144965.0,F,163891.41,Clerk#000000281,104899.0,,,,,,,,,,,,,,,,,
1159552.0,F,145233.94,Clerk#000000951,118160.0,,,,,,,,,,,,,,,,,
1068898.0,O,245834.9,Clerk#000000626,102181.0,,,,,,4.0,39.0,,0.02,N,,1995-11-04,,COLLECT COD,,,
109670.0,O,230619.07,Clerk#000000623,54892.0,,,,,,3.0,30.0,55557.3,0.03,N,O,1997-05-01,1997-06-20,DELIVER IN PERSON,,,
115751.0,O,257827.77,Clerk#000000425,20072.0,,,,,,,,,,,,,,,,,
1103079.0,O,102039.57,Clerk#000000001,105760.0,,,,,,,43.0,,0.1,N,,,,TAKE BACK RETURN,,,
1152807.0,O,167341.23,Clerk#000000269,,,,,,,,,,0.02,N,O,,1998-01-09,NONE,,,
1054947.0,O,106095.63,Clerk#000000551,60523.0,,,,,,4.0,,,0.04,,,,1996-07-13,,,,
1032194.0,F,225771.04,Clerk#000000834,118840.0,,,,,,,,,0.03,R,F,1992-07-05,,,,,
1017091.0,F,384787.66,Clerk#000000240,87932.0,,,,,,,,,,,,,1995-02-11,COLLECT COD,,,
1032194.0,F,225771.04,Clerk#000000834,,,,,,,,,,,R,F,,1992-09-05,,,,
1165250.0,O,270528.02,Clerk#000000707,,,,,,,4.0,,,,N,O,1995-10-02,1995-10-19,DELIVER IN PERSON,,,
1062532.0,F,331376.68,Clerk#000000540,,,,,,,,,,0.05,R,F,1992-03-08,,DELIVER IN PERSON,,,
1053190.0,O,143533.75,Clerk#000000535,,,,,,,,,,,,,,,,,,
1032194.0,F,225771.04,Clerk#000000834,,,,,,,3.0,19.0,,,R,F,1992-10-13,,DELIVER IN PERSON,,,
1158598.0,F,152237.79,Clerk#000000087,,,,,,,3.0,27.0,,0.05,,,1992-04-15,,,,,
1126176.0,F,247171.47,Clerk#000000501,46699.0,,,,,,,,,,,,,,,,,
1106278.0,F,101687.78,Clerk#000000825,90283.0,,,,,,,,,,,,,,,,,
1068898.0,O,245834.9,Clerk#000000626,102181.0,,,,,,,,,,,O,,1995-09-25,,,,
1115045.0,F,146223.87,Clerk#000000360,67945.0,,,,,,,,,0.0,R,,,1994-09-20,NONE,,,
1082401.0,F,178971.04,Clerk#000000773,,,,,,,,23.0,,,,F,1995-04-12,1995-04-06,TAKE BACK RETURN,,,
109670.0,O,230619.07,Clerk#000000623,,,,,,,3.0,30.0,55557.3,0.03,N,O,1997-05-01,1997-06-20,DELIVER IN PERSON,,,
1069635.0,F,38460.84,Clerk#000000690,,,,,,,1.0,7.0,,0.04,A,,,1994-12-07,NONE,,,
1090432.0,F,111762.86,Clerk#000000003,,,,,,,3.0,17.0,,0.06,R,F,,,DELIVER IN PERSON,,,
1138306.0,P,76894.63,Clerk#000000334,,,,,,,,,,,,,,,,,,
1038084.0,O,161299.4,Clerk#000000513,108208.0,,,,,,1.0,19.0,18601.19,0.07,N,O,1998-04-11,1998-04-04,NONE,,,
1030726.0,O,207428.88,Clerk#000000658,102076.0,,,,,,,18.0,,0.01,,,,1998-03-13,,,,
1039584.0,F,202979.8,Clerk#000000060,48592.0,,,,,,1.0,,,,,F,1994-03-02,1994-04-21,,,,
1041572.0,O,78178.49,Clerk#000000278,45425.0,,,,,,1.0,4.0,,,N,O,,1996-01-02,DELIVER IN PERSON,,,
1158977.0,F,70252.2,Clerk#000000829,39587.0,,,,,,2.0,9.0,,0.03,,F,1992-03-26,,,,,
1166052.0,F,104740.15,Clerk#000000934,,,,,,,,,,,,,,,,,,
1052100.0,F,114948.29,Clerk#000000818,46955.0,,,,,,,,,,,,,,,,,
1002177.0,F,68991.83,Clerk#000000638,,,,,,,,33.0,,,,,,,,,,
1132454.0,O,127831.59,Clerk#000000616,,,,,,,,,,,,,,,,,,
1021605.0,F,133771.84,Clerk#000000589,38041.0,,,,,,2.0,,,,R,F,1992-10-05,,DELIVER IN PERSON,,,
1176102.0,O,32310.61,Clerk#000000035,,,,,,,,,,,,,,,,,,
1121123.0,O,203618.69,Clerk#000000857,,,,,,,6.0,33.0,,,,O,1996-02-25,,,,,
1042182.0,F,104804.21,Clerk#000000774,130051.0,,,,,,3.0,,,,,,,,,,,
1067877.0,O,250316.38,Clerk#000000818,,,,,,,2.0,31.0,,,N,,,1996-06-05,,,,
1039366.0,O,16066.05,Clerk#000000530,90457.0,,,,,,,,,,N,O,,1997-01-22,TAKE BACK RETURN,,,
1179078.0,O,88318.81,Clerk#000000003,65221.0,,,,,,,,,,,,,,,,,
1091363.0,F,215431.25,Clerk#000000413,,,,,,,,8.0,,,,F,,,,,,
1051808.0,O,153319.06,Clerk#000000234,34192.0,,,,,,4.0,4.0,,0.02,,,,1996-05-13,COLLECT COD,,,
1129540.0,O,168379.74,Clerk#000000499,,,,,,,,,,,,,,,,,,
116199.0,F,297297.3,Clerk#000000187,87491.0,,,,,,,,,,,,,,,,,
118049.0,O,114677.71,Clerk#000000284,,,,,,,,,,,,,,,,,,
1120197.0,F,170962.3,Clerk#000000057,133238.0,,,,,,,,,,R,,,1993-08-01,TAKE BACK RETURN,,,
1149541.0,O,147754.68,Clerk#000000427,,,,,,,,46.0,,,,O,,,,,,
1104224.0,F,212302.71,Clerk#000000740,,,,,,,3.0,,,0.03,A,F,,1995-03-09,DELIVER IN PERSON,,,
1121123.0,O,203618.69,Clerk#000000857,,,,,,,,,,,,,,,,,,
109959.0,F,53570.33,Clerk#000000823,,,,,,,,11.0,,0.07,,,1993-05-20,,,,,
1001024.0,F,334614.37,Clerk#000000015,,,,,,,,48.0,,0.01,R,,1992-08-28,1992-09-21,TAKE BACK RETURN,,,
1111362.0,F,161885.34,Clerk#000000242,,,,,,,4.0,14.0,,,A,,1992-07-21,1992-08-05,COLLECT COD,,,
1049606.0,O,16223.87,Clerk#000000173,111850.0,,,,,,,,,,,,,,,,,
1020998.0,F,245617.01,Clerk#000000919,661.0,,,,,,,,,0.05,,,1993-11-21,,COLLECT COD,,,
1006308.0,F,115187.6,Clerk#000000324,,,,,,,3.0,46.0,,,A,F,,1994-01-11,TAKE BACK RETURN,,,
1016358.0,F,231651.4,Clerk#000000392,,,,,,,,,,,,,,,,,,
1025474.0,F,162793.07,Clerk#000000991,103744.0,,,,,,,,,,,,,,,,,
1100933.0,F,9577.24,Clerk#000000849,,,,,,,,,,,,,,,,,,
113795.0,O,162096.79,Clerk#000000332,,,,,,,,,,,,,,1998-01-13,NONE,,,
1170370.0,F,97105.85,Clerk#000000699,17083.0,,,,,,,,,0.0,,F,1993-11-18,,,,,
1124162.0,F,232922.86,Clerk#000000122,,,,,,,3.0,10.0,,,R,,,1994-11-08,DELIVER IN PERSON,,,
1009765.0,O,203200.67,Clerk#000000044,40933.0,,,,,,,,,0.09,,,1997-08-22,1997-09-25,,,,
1032194.0,F,225771.04,Clerk#000000834,118840.0,,,,,,2.0,3.0,,0.02,,F,,1992-08-17,,,,
1144101.0,F,176026.13,Clerk#000000994,110776.0,,,,,,2.0,11.0,,,A,F,,1994-08-27,DELIVER IN PERSON,,,
1067877.0,O,250316.38,Clerk#000000818,40700.0,,,,,,4.0,,,0.1,,O,1996-06-11,1996-06-22,NONE,,,
1081477.0,F,173574.24,Clerk#000000243,,,,,,,,5.0,,0.01,A,,1993-04-30,,DELIVER IN PERSON,,,
1027876.0,F,144061.35,Clerk#000000684,63889.0,,,,,,,24.0,,0.08,A,F,,,COLLECT COD,,,
1067877.0,O,250316.38,Clerk#000000818,40700.0,,,,,,,,,,,,,,,,,
1043968.0,F,106220.1,Clerk#000000470,13423.0,,,,,,,,,,,,,,,,,
1046757.0,F,304114.87,Clerk#000000552,52693.0,,,,,,2.0,47.0,,,,,1994-08-29,1994-08-03,DELIVER IN PERSON,,,
1128384.0,F,213016.58,Clerk#000000572,72806.0,,,,,,,,,,,,,,,,,
1103079.0,O,102039.57,Clerk#000000001,,,,,,,,,,,,,,,,,,
1080227.0,P,114843.82,Clerk#000000651,10921.0,,,,,,3.0,45.0,,0.03,N,,1995-06-19,1995-05-25,TAKE BACK RETURN,,,
108870.0,F,176155.5,Clerk#000000342,,,,,,,,,,,,F,1994-03-10,1994-01-25,DELIVER IN PERSON,,,
1111362.0,F,161885.34,Clerk#000000242,112829.0,,,,,,4.0,14.0,,,A,,1992-07-21,1992-08-05,COLLECT COD,,,
1057858.0,F,133839.65,Clerk#000000387,,,,,,,1.0,,,,R,F,1992-02-11,1992-03-31,,,,
1001987.0,F,172648.36,Clerk#000000871,,,,,,,,,,,,,,,,,,
1136258.0,O,81517.39,Clerk#000000936,,,,,,,1.0,43.0,,0.0,,O,1997-05-06,,,,,
1054816.0,O,192247.79,Clerk#000000517,110810.0,,,,,,,,,,,,,,,,,
116199.0,F,297297.3,Clerk#000000187,,,,,,,7.0,,,0.01,,,,1994-01-31,NONE,,,
1013632.0,O,115298.74,Clerk#000000049,108904.0,,,,,,,,,,,,,,,,,
1020897.0,O,110830.37,Clerk#000000929,,,,,,,1.0,19.0,23772.23,0.01,N,O,1997-06-02,1997-03-15,NONE,,,
108645.0,O,85358.53,Clerk#000000703,,,,,,,3.0,21.0,,0.07,,,1998-07-04,,NONE,,,
1169123.0,O,255680.12,Clerk#000000241,114427.0,,,,,,,,,0.09,,,1997-01-26,,,,,
1132454.0,O,127831.59,Clerk#000000616,,,,,,,,27.0,,,N,,1998-09-10,,TAKE BACK RETURN,,,
106406.0,O,96997.13,Clerk#000000579,140239.0,,,,,,,,,,,,,,,,,
1158307.0,O,105227.54,Clerk#000000760,,,,,,,,,,,N,O,1995-11-05,,,,,
1048516.0,F,295459.76,Clerk#000000913,,,,,,,4.0,42.0,,0.08,,,1994-10-18,1994-12-06,DELIVER IN PERSON,,,
1044482.0,F,60357.07,Clerk#000000441,,,,,,,,,,,,,,,,,,
1160768.0,O,294951.98,Clerk#000000594,70345.0,,,,,,,44.0,,0.06,N,O,1997-04-06,1997-04-25,,,,
1055303.0,F,266978.48,Clerk#000000497,,,,,,,,6.0,,0.07,,F,1994-04-06,,DELIVER IN PERSON,,,
1082561.0,F,198650.47,Clerk#000000155,,,,,,,,,,,,,,,,,,
1021382.0,F,103139.97,Clerk#000000516,,,,,,,1.0,33.0,58768.05,0.04,A,F,1995-05-11,1995-04-16,DELIVER IN PERSON,,,
1155781.0,O,157642.07,Clerk#000000908,,,,,,,,,,0.05,,O,,1995-07-29,,,,
1179746.0,O,218497.01,Clerk#000000818,,,,,,,3.0,38.0,,0.07,,O,1997-12-14,,,,,
1093031.0,F,305874.46,Clerk#000000815,,,,,,,2.0,25.0,,,,F,1993-07-13,,,,,
1155682.0,F,130816.15,Clerk#000000996,,,,,,,,,,,,,,,,,,
1149541.0,O,147754.68,Clerk#000000427,,,,,,,,,,,,,,,,,,
1116993.0,F,73428.83,Clerk#000000996,,,,,,,1.0,,,0.01,A,,1994-11-02,1994-09-02,,,,
1107972.0,O,250193.58,Clerk#000000408,,,,,,,,,,,,,1998-03-26,,,,,
1170370.0,F,97105.85,Clerk#000000699,,,,,,,,7.0,,,,F,,,,,,
1032194.0,F,225771.04,Clerk#000000834,118840.0,,,,,,6.0,,,,,,,1992-08-30,,,,
1061316.0,P,230133.92,Clerk#000000152,,,,,,,5.0,,,,N,,,,DELIVER IN PERSON,,,
1149829.0,O,285644.17,Clerk#000000582,,,,,,,3.0,34.0,,0.09,,O,1996-02-19,,COLLECT COD,,,
1135431.0,O,231769.93,Clerk#000000929,,,,,,,,13.0,,0.04,,,,,,,,
1118849.0,F,192203.01,Clerk#000000224,,,,,,,,,,,,,,,,,,
1025474.0,F,162793.07,Clerk#000000991,,,,,,,2.0,19.0,,,,,1995-02-05,1995-01-30,TAKE BACK RETURN,,,
1062432.0,O,143177.54,Clerk#000000119,,,,,,,,39.0,,0.08,,,1995-09-28,1995-11-04,TAKE BACK RETURN,,,
1006308.0,F,115187.6,Clerk#000000324,149932.0,,,,,,,,,,,,,,,,,
1062532.0,F,331376.68,Clerk#000000540,,,,,,,,,,,,,,,,,,
1116993.0,F,73428.83,Clerk#000000996,143236.0,,,,,,,15.0,,0.04,R,,1994-09-03,,,,,
1015236.0,F,98134.87,Clerk#000000052,,,,,,,3.0,,,,A,,1994-08-14,1994-08-03,TAKE BACK RETURN,,,
1157316.0,O,219759.11,Clerk#000000095,,,,,,,3.0,11.0,,,N,O,1997-09-25,1997-11-01,COLLECT COD,,,
1070659.0,F,172617.32,Clerk#000000328,,,,,,,,,,0.01,,F,,,,,,
1111362.0,F,161885.34,Clerk#000000242,,,,,,,,,,,,,,,,,,
1113765.0,O,236336.26,Clerk#000000749,22121.0,,,,,,2.0,35.0,,0.04,,O,1998-03-07,,,,,
1102946.0,F,248551.7,Clerk#000000426,30905.0,,,,,,,,,,,,,,,,,
1047424.0,O,157530.16,Clerk#000000638,,,,,,,,15.0,,,,,,,,,,
1092262.0,O,64922.67,Clerk#000000832,89995.0,,,,,,,18.0,,,,O,1998-05-11,1998-05-07,,,,
1048516.0,F,295459.76,Clerk#000000913,,,,,,,,,,,,,,,,,,
1048195.0,O,152829.88,Clerk#000000247,27683.0,,,,,,,,,,,,,,,,,
1118116.0,F,92238.15,Clerk#000000072,76280.0,,,,,,3.0,2.0,,,R,,1994-03-18,1994-03-08,,,,
1111362.0,F,161885.34,Clerk#000000242,112829.0,,,,,,2.0,,,0.07,R,,1992-09-10,,,,,
112960.0,O,287364.14,Clerk#000000177,116090.0,,,,,,4.0,,,,N,,1997-09-15,,DELIVER IN PERSON,,,
1169603.0,O,23097.21,Clerk#000000639,,,,,,,1.0,,,0.1,,,,,,,,
1092293.0,F,326421.66,Clerk#000000694,129371.0,,,,,,1.0,,,,R,,1995-04-22,1995-05-12,DELIVER IN PERSON,,,
1032069.0,P,250696.63,Clerk#000000442,,,,,,,,48.0,,,N,,,1995-06-09,NONE,,,
1151078.0,O,209128.56,Clerk#000000751,,,,,,,,32.0,,,,O,1996-06-22,,,,,
1153025.0,F,110607.7,Clerk#000000950,33782.0,,,,,,5.0,16.0,24728.96,0.05,A,F,1993-12-31,1994-02-19,NONE,,,
1045026.0,O,84169.95,Clerk#000000438,64300.0,,,,,,,40.0,,0.0,,O,,,,,,
1032069.0,P,250696.63,Clerk#000000442,12662.0,,,,,,,39.0,,0.02,N,O,,1995-05-26,TAKE BACK RETURN,,,
107142.0,O,144601.16,Clerk#000000853,,,,,,,,16.0,,,,,1995-08-28,1995-07-11,,,,
1168132.0,F,205808.39,Clerk#000000199,30925.0,,,,,,,46.0,,0.04,,F,,,,,,
1127458.0,P,151737.35,Clerk#000000149,133778.0,,,,,,,,,,N,O,1995-06-18,1995-06-21,DELIVER IN PERSON,,,
105474.0,O,264231.7,Clerk#000000510,15355.0,,,,,,,12.0,,0.09,N,,,,,,,
1019297.0,O,173375.3,Clerk#000000090,31352.0,,,,,,,,,,,,,,,,,
1144804.0,F,90505.92,Clerk#000000262,78049.0,,,,,,,17.0,,0.06,R,,,,NONE,,,
1046211.0,F,95179.05,Clerk#000000258,,,,,,,,,,,,,,,,,,
108000.0,F,170292.68,Clerk#000000371,60892.0,,,,,,,50.0,,,A,,1995-03-23,,,,,
1029795.0,O,201838.78,Clerk#000000511,,,,,,,4.0,,,0.02,N,,1998-08-28,1998-09-07,,,,
1094756.0,O,4950.32,Clerk#000000373,141706.0,,,,,,1.0,,,,,,,,,,,
1103171.0,O,227523.93,Clerk#000000914,24781.0,,,,,,,,,0.06,N,,,1998-06-11,,,,
1112038.0,F,113382.71,Clerk#000000002,,,,,,,,22.0,,0.01,,,1992-09-20,1992-09-14,DELIVER IN PERSON,,,
1087046.0,O,226448.4,Clerk#000000969,51902.0,,,,,,,39.0,,0.02,N,,,,DELIVER IN PERSON,,,
1145984.0,O,225369.26,Clerk#000000568,,,,,,,1.0,,,0.09,N,,1997-08-03,,DELIVER IN PERSON,,,
112487.0,O,147323.0,Clerk#000000709,,,,,,,,,,0.0,,,1998-02-07,,DELIVER IN PERSON,,,
1078181.0,O,117396.96,Clerk#000000122,71476.0,,,,,,2.0,,,0.1,N,,1997-06-12,1997-06-02,TAKE BACK RETURN,,,
1031297.0,O,209052.86,Clerk#000000594,98407.0,,,,,,7.0,12.0,,,,,,1998-01-08,DELIVER IN PERSON,,,
1134946.0,F,143833.59,Clerk#000000789,,,,,,,,,,,,,,,,,,
1159906.0,O,221042.63,Clerk#000000280,,,,,,,5.0,33.0,,,,,1995-11-14,,NONE,,,
1038017.0,O,173802.95,Clerk#000000039,114541.0,,,,,,,,,0.08,N,O,1997-04-30,1997-03-26,,,,
1151078.0,O,209128.56,Clerk#000000751,37930.0,,,,,,,32.0,,,,O,1996-06-22,,,,,
1110944.0,O,241542.33,Clerk#000000818,,,,,,,,,,0.03,N,,,1998-07-03,,,,
103329.0,O,223619.85,Clerk#000000214,,,,,,,3.0,48.0,,,,,1997-05-09,,DELIVER IN PERSON,,,
1058598.0,P,226949.62,Clerk#000000577,,,,,,,,,,,,,,,,,,
1173732.0,O,139699.92,Clerk#000000937,,,,,,,,5.0,,0.08,N,O,1997-08-02,1997-10-12,,,,
1100451.0,F,334168.43,Clerk#000000518,,,,,,,2.0,,,0.03,,F,1992-08-22,,,,,
1164098.0,O,125069.32,Clerk#000000440,,,,,,,,43.0,,0.06,,,1995-07-20,,,,,
1040865.0,F,329923.05,Clerk#000000476,142003.0,,,,,,4.0,,,0.04,,F,1994-12-04,1994-12-12,TAKE BACK RETURN,,,
1055815.0,O,358976.05,Clerk#000000852,,,,,,,,,,,,,,,,,,
1024612.0,O,161367.49,Clerk#000000303,20659.0,,,,,,,1.0,,,N,O,,1996-11-17,NONE,,,
1024452.0,O,149366.83,Clerk#000000319,,,,,,,,,,,,,,,,,,
108000.0,F,170292.68,Clerk#000000371,,,,,,,,50.0,,,A,,1995-03-23,,,,,
1046211.0,F,95179.05,Clerk#000000258,115052.0,,,,,,1.0,11.0,,,,,1994-10-22,,,,,
1100417.0,O,77803.31,Clerk#000000148,94720.0,,,,,,,,,,,,,,,,,
1086915.0,P,109432.93,Clerk#000000700,,,,,,,3.0,,,,N,,1995-07-04,,,,,
1006308.0,F,115187.6,Clerk#000000324,,,,,,,,,,,,F,,1994-01-11,,,,
1083490.0,F,243246.32,Clerk#000000845,133270.0,,,,,,,,,,,F,,,DELIVER IN PERSON,,,
1082084.0,O,255102.37,Clerk#000000738,85471.0,,,,,,,14.0,,0.08,N,O,1997-07-16,1997-05-06,,,,
1081126.0,O,218771.67,Clerk#000000715,,,,,,,4.0,,,,N,O,,1995-12-30,,,,
107814.0,O,212248.5,Clerk#000000331,11903.0,,,,,,3.0,,,,,,1996-02-08,1995-11-22,,,,
103329.0,O,223619.85,Clerk#000000214,52093.0,,,,,,2.0,,,0.08,,,1997-06-30,1997-05-02,,,,
1160580.0,F,136127.5,Clerk#000000202,,,,,,,,,,,,,,,,,,
112004.0,O,43559.1,Clerk#000000319,,,,,,,,,,0.09,N,,,1995-08-04,NONE,,,
1074055.0,O,177896.06,Clerk#000000155,,,,,,,1.0,40.0,,,N,,,,,,,
1098304.0,F,67767.12,Clerk#000000212,140485.0,,,,,,,,,,,,,,,,,
1165926.0,O,204532.53,Clerk#000000625,18985.0,,,,,,4.0,,,,N,O,,,,,,
116581.0,O,94080.29,Clerk#000000592,,,,,,,,,,,,,,,,,,
1177573.0,F,115410.54,Clerk#000000425,111710.0,,,,,,,,,,,,,,,,,
1084128.0,F,34844.77,Clerk#000000404,119959.0,,,,,,,20.0,,,R,,1992-09-03,1992-08-10,DELIVER IN PERSON,,,
1120197.0,F,170962.3,Clerk#000000057,133238.0,,,,,,,,,,,,,,,,,
1082567.0,O,73689.09,Clerk#000000593,69788.0,,,,,,1.0,,,,N,,,1996-05-12,,,,
1057858.0,F,133839.65,Clerk#000000387,,,,,,,,,,,,,,,,,,
1100451.0,F,334168.43,Clerk#000000518,139531.0,,,,,,,,,,,,,,,,,
1114690.0,O,143891.35,Clerk#000000433,72667.0,,,,,,2.0,41.0,,0.08,N,O,,1998-04-07,COLLECT COD,,,
1045666.0,O,64644.64,Clerk#000000797,,,,,,,,,,,,,,,,,,
1040678.0,F,116341.44,Clerk#000000381,129268.0,,,,,,,,,,,,,,,,,
107814.0,O,212248.5,Clerk#000000331,11903.0,,,,,,,43.0,,,,O,,1995-12-25,TAKE BACK RETURN,,,
1077601.0,O,71785.91,Clerk#000000094,50632.0,,,,,,2.0,,,0.02,N,,,,,,,
1050695.0,O,246582.54,Clerk#000000625,,,,,,,,,,,,,,,,,,
1027876.0,F,144061.35,Clerk#000000684,,,,,,,3.0,39.0,,0.06,,,,1993-12-12,,,,
1071558.0,O,306649.49,Clerk#000000672,93877.0,,,,,,3.0,45.0,,0.01,,O,1997-04-24,1997-04-12,,,,
1115682.0,O,178179.94,Clerk#000000734,,,,,,,,13.0,,0.04,N,O,1996-08-01,,DELIVER IN PERSON,,,
1144804.0,F,90505.92,Clerk#000000262,78049.0,,,,,,2.0,,,0.09,,F,,1995-04-29,NONE,,,
1166502.0,F,126932.21,Clerk#000000837,,,,,,,,32.0,,,A,,,,,,,
1005572.0,O,24383.65,Clerk#000000144,,,,,,,,,,,,,,,,,,
113795.0,O,162096.79,Clerk#000000332,21958.0,,,,,,,,,,,,,1998-01-13,NONE,,,
1156289.0,F,165884.57,Clerk#000000128,,,,,,,,,,0.03,R,,,1993-01-29,,,,
1118466.0,F,341563.05,Clerk#000000096,60958.0,,,,,,,,,0.07,,F,,1994-10-14,TAKE BACK RETURN,,,
1099488.0,F,329603.22,Clerk#000000025,95707.0,,,,,,,,,,,,,,,,,
1153540.0,O,383570.33,Clerk#000000753,,,,,,,,,,,,,,,,,,
1058689.0,F,122121.78,Clerk#000000706,45751.0,,,,,,,,,,,,,,,,,
1048676.0,O,104169.87,Clerk#000000999,,,,,,,1.0,30.0,,0.08,,,1998-04-03,1998-04-06,COLLECT COD,,,
1118849.0,F,192203.01,Clerk#000000224,87974.0,,,,,,6.0,9.0,,0.06,,F,1993-07-11,,COLLECT COD,,,
1095298.0,O,42860.75,Clerk#000000428,,,,,,,,,,,,,,,,,,
1149829.0,O,285644.17,Clerk#000000582,,,,,,,,,,0.09,,,1996-01-14,1996-01-14,,,,
107814.0,O,212248.5,Clerk#000000331,,,,,,,,11.0,,0.0,,,1995-12-14,1995-12-08,DELIVER IN PERSON,,,
1084166.0,O,137924.11,Clerk#000000451,71818.0,,,,,,,7.0,,,N,,,1998-07-23,COLLECT COD,,,
1136258.0,O,81517.39,Clerk#000000936,8815.0,,,,,,1.0,43.0,,0.0,,O,1997-05-06,,,,,
1111362.0,F,161885.34,Clerk#000000242,112829.0,,,,,,,9.0,,,,,,1992-08-17,,,,
1012867.0,O,112763.01,Clerk#000000007,13192.0,,,,,,1.0,,,0.09,,O,1998-05-19,1998-04-28,TAKE BACK RETURN,,,
1078181.0,O,117396.96,Clerk#000000122,71476.0,,,,,,1.0,50.0,,0.07,,O,,,NONE,,,
1119845.0,F,357893.0,Clerk#000000302,75655.0,,,,,,,22.0,,0.01,A,,,,,,,
1129760.0,P,151678.19,Clerk#000000541,141361.0,,,,,,1.0,,,,,,,1995-05-04,TAKE BACK RETURN,,,
103329.0,O,223619.85,Clerk#000000214,52093.0,,,,,,4.0,,,,,,,1997-04-24,,,,
1070822.0,F,90976.41,Clerk#000000592,147397.0,,,,,,,,,,,,,,,,,
1156996.0,O,169579.56,Clerk#000000217,135766.0,,,,,,3.0,,,,N,O,1997-06-12,1997-05-13,DELIVER IN PERSON,,,
1092262.0,O,64922.67,Clerk#000000832,,,,,,,,18.0,,,,O,1998-05-11,1998-05-07,,,,
1041572.0,O,78178.49,Clerk#000000278,45425.0,,,,,,,,,0.04,N,O,1996-01-07,1996-01-12,,,,
1066435.0,O,135259.01,Clerk#000000227,,,,,,,,,,,,,,,,,,
1068898.0,O,245834.9,Clerk#000000626,,,,,,,,,,,,O,,1995-09-25,,,,
1129891.0,F,161213.16,Clerk#000000788,,,,,,,,31.0,,,,,1992-10-06,,,,,
1142881.0,F,120634.6,Clerk#000000244,,,,,,,,,,0.07,R,F,1993-10-28,1993-08-21,,,,
1159906.0,O,221042.63,Clerk#000000280,62794.0,,,,,,5.0,33.0,,,,,1995-11-14,,NONE,,,
1135431.0,O,231769.93,Clerk#000000929,,,,,,,,,,,,,,,,,,
1102119.0,O,182606.15,Clerk#000000413,,,,,,,5.0,,,,,,1996-04-13,1996-05-13,,,,
1139623.0,O,137820.9,Clerk#000000740,,,,,,,,,,,,,,,,,,
1062371.0,F,172033.51,Clerk#000000705,,,,,,,4.0,,,0.08,,,,,,,,
115523.0,F,367352.75,Clerk#000000262,,,,,,,4.0,47.0,,,A,,,,,,,
1113793.0,O,142239.62,Clerk#000000532,,,,,,,5.0,14.0,,0.09,N,O,,,,,,
102880.0,O,131192.54,Clerk#000000433,110915.0,,,,,,,35.0,,0.08,N,O,1995-07-17,,,,,
1087843.0,F,143515.65,Clerk#000000806,76205.0,,,,,,4.0,,,,,,,,TAKE BACK RETURN,,,
1159552.0,F,145233.94,Clerk#000000951,,,,,,,,,,0.0,,F,1993-03-05,,NONE,,,
1003264.0,F,273846.15,Clerk#000000512,78100.0,,,,,,3.0,,,,,,1994-10-19,,COLLECT COD,,,
1117697.0,F,304065.98,Clerk#000000298,149290.0,,,,,,2.0,27.0,,0.1,,,1992-07-11,1992-09-07,,,,
1070822.0,F,90976.41,Clerk#000000592,,,,,,,2.0,,,,A,F,1994-07-01,,DELIVER IN PERSON,,,
1077924.0,F,184831.19,Clerk#000000477,110851.0,,,,,,3.0,50.0,57207.5,0.04,R,F,1992-07-20,1992-08-22,TAKE BACK RETURN,,,
1107972.0,O,250193.58,Clerk#000000408,,,,,,,,,,,N,,1998-02-12,,,,,
1177127.0,F,112897.83,Clerk#000000468,,,,,,,,22.0,,,R,,1995-01-05,,NONE,,,
1049606.0,O,16223.87,Clerk#000000173,,,,,,,,,,,,,,,,,,
112960.0,O,287364.14,Clerk#000000177,,,,,,,,,,,,,,,,,,
1118466.0,F,341563.05,Clerk#000000096,,,,,,,,,,,,,,,,,,
1090432.0,F,111762.86,Clerk#000000003,120289.0,,,,,,,18.0,,0.06,,F,,,,,,
1145318.0,O,193212.55,Clerk#000000186,,,,,,,,,,,,,,,,,,
1112834.0,F,150816.97,Clerk#000000264,,,,,,,,,,,,F,,1993-11-16,TAKE BACK RETURN,,,
1112834.0,F,150816.97,Clerk#000000264,93518.0,,,,,,,32.0,,0.01,,F,,,DELIVER IN PERSON,,,
107814.0,O,212248.5,Clerk#000000331,,,,,,,7.0,31.0,,0.06,N,,1995-11-30,1995-11-22,,,,
1067877.0,O,250316.38,Clerk#000000818,,,,,,,,,,,,,,,,,,
1160768.0,O,294951.98,Clerk#000000594,70345.0,,,,,,,,,,,,,,,,,
1027105.0,P,162954.37,Clerk#000000796,,,,,,,3.0,,,,N,,1995-06-13,,TAKE BACK RETURN,,,
1174433.0,F,204387.32,Clerk#000000310,,,,,,,,,,,,,,,,,,
1055815.0,O,358976.05,Clerk#000000852,36445.0,,,,,,4.0,,,0.08,,O,,,,,,
